Age,Gender,Education Level,Marital Status,Income,Credit Score,Loan Amount,Loan Purpose,Employment Status,Years at Current Job,Payment History,Debt-to-Income Ratio,Assets Value,Number of Dependents,City,State,Country,Previous Defaults,Marital Status Change,Risk Rating
46,Non-binary,Master's,Married,34003,748,8990,Personal,Self-employed,17,Poor,0.528900546,,3,Lake Sarahburgh,FL,Israel,,2,High
66,Female,High School,Divorced,68745,,17871,Auto,Employed,16,Good,0.560119229,201674,,Karenport,MP,North Macedonia,0,1,High
25,Female,Bachelor's,Single,62591,703,37315,Business,Employed,19,Poor,0.403579365,267696,1,Frazierton,LA,Guyana,3,0,Medium
61,Male,High School,Divorced,54129,703,15715,Auto,Self-employed,16,Excellent,0.505166601,102450,3,Port Gregory,KY,Congo,1,1,Low
44,Male,High School,Divorced,27923,727,29780,Personal,Self-employed,8,Good,0.176205199,256871,1,West Andrewchester,VT,Holy See (Vatican City State),1,2,Medium
57,Non-binary,High School,Widowed,108148,633,23508,Home,Unemployed,8,Fair,0.202647016,259766,2,Samuelton,ME,Pakistan,0,1,Medium
40,Non-binary,Bachelor's,Widowed,59767,,46834,Personal,Self-employed,6,Fair,0.463206107,278136,1,Mckeefurt,FL,Bolivia,,0,High
23,Non-binary,High School,Divorced,57880,643,27043,Home,Self-employed,2,Good,0.340488107,291559,4,East Ashley,MT,Aruba,2,1,Medium
36,Female,PhD,Single,,755,32515,Home,Employed,11,Excellent,0.180583513,,4,Whitechester,KY,Pakistan,,2,Medium
58,Male,Bachelor's,Married,20111,617,47649,Auto,Self-employed,9,Fair,0.598395349,82631,4,Matthewville,CA,Aruba,3,0,Low
29,Non-binary,Master's,Single,31369,662,47231,Auto,Unemployed,14,Good,0.504771328,,1,North Christopher,PW,Bahamas,0,2,High
49,Male,Bachelor's,Married,85689,,,Personal,Unemployed,2,Excellent,0.336009427,232433,0,Camposland,WA,Niue,0,0,Medium
24,Female,High School,Married,115157,737,33707,Home,Employed,2,Fair,0.287578231,281687,0,West Brittney,AR,Sierra Leone,1,0,Medium
28,Female,Master's,Married,99518,695,,Auto,Self-employed,7,Excellent,0.390486025,69371,1,Port Justinmouth,VA,Bangladesh,4,1,Medium
38,Non-binary,Master's,Married,24509,635,34456,Auto,Unemployed,8,Good,0.393411281,226101,3,Madisonfort,OK,Guernsey,0,1,High
25,Male,PhD,Divorced,94548,693,8657,Business,Unemployed,7,Fair,0.132513486,,,West Paulland,IL,Ireland,0,2,High
62,Non-binary,Master's,Single,74850,650,17324,Personal,Self-employed,14,Excellent,0.191276675,151244,0,New Catherineton,OR,Marshall Islands,0,2,Low
69,Male,Master's,Single,81713,798,5678,Business,Employed,4,Fair,0.579445629,159511,4,North Michelle,LA,Gibraltar,1,1,Medium
65,Male,Master's,Married,74822,,,Home,Self-employed,6,Good,0.573573003,216009,3,Kylechester,CT,Netherlands Antilles,1,0,Medium
56,Female,PhD,Married,72284,734,20058,Personal,Unemployed,5,Fair,0.399343319,96572,3,Jessicaville,CA,Kazakhstan,0,2,Low
31,Non-binary,High School,Widowed,38946,751,11980,Business,Employed,3,Good,0.53033793,49165,4,Annaberg,KS,United States Virgin Islands,3,1,Low
65,Female,Master's,Single,96939,673,17002,Home,Employed,16,Excellent,0.456733124,116884,3,Port Cynthiaton,IN,Chile,1,1,High
34,Male,PhD,Married,115201,,21315,Personal,Unemployed,10,Poor,0.243942664,81794,1,Marchaven,VA,Saint Pierre and Miquelon,1,2,Medium
66,Non-binary,High School,Widowed,,629,41130,Business,Unemployed,6,Good,0.305199327,204343,4,Schultzshire,PW,Paraguay,0,0,Low
50,Female,Master's,Married,55958,,36154,Business,Unemployed,13,Excellent,0.565623089,153605,1,Poncemouth,MT,Falkland Islands (Malvinas),0,0,Medium
66,Female,PhD,Married,44154,700,48252,Personal,Unemployed,4,Good,0.308480045,177849,,Shafferside,AK,Madagascar,1,2,Low
65,Male,PhD,Widowed,78989,646,12772,Auto,Unemployed,19,Excellent,0.298689275,118200,2,Campbellbury,VA,Swaziland,1,2,High
35,Male,PhD,Single,109037,686,32559,Business,Self-employed,6,Poor,0.395024095,,4,New Kayla,OH,Bosnia and Herzegovina,2,2,Medium
28,Female,PhD,Single,64541,703,20017,Auto,Self-employed,1,Good,0.206311988,24856,4,Lake Keithtown,MO,Suriname,1,1,High
67,Non-binary,Master's,Divorced,48325,655,37477,Auto,Self-employed,5,Excellent,0.133863164,,2,New Phillipmouth,HI,Hong Kong,3,2,Medium
63,Male,PhD,Divorced,51419,727,24432,Home,Self-employed,16,Excellent,0.332220895,103284,2,Bakermouth,WA,Finland,3,1,Medium
26,Male,Master's,Widowed,56656,660,39226,Personal,Employed,10,Excellent,0.533426329,76762,1,New Sarah,PW,Syrian Arab Republic,2,0,High
46,Male,High School,Divorced,,736,,Auto,Self-employed,14,Excellent,0.566832191,298114,0,North Barbara,OK,South Georgia and the South Sandwich Islands,1,1,Low
36,Female,Master's,Widowed,,742,41312,Home,Employed,13,Good,0.245663902,93316,1,Lake Amandaland,OR,Canada,3,0,Medium
33,Non-binary,Master's,Single,55249,,28748,Personal,Employed,0,Excellent,0.112081631,,1,Pamelabury,MN,Switzerland,1,0,Low
43,Female,PhD,Divorced,30933,775,27901,Home,Unemployed,14,Good,0.572010785,171214,,New Wanda,GA,Tonga,2,2,High
68,Male,Bachelor's,Divorced,,,37414,Business,Unemployed,7,Fair,0.483062932,,2,New Kevinmouth,IL,Benin,1,0,Low
25,Non-binary,PhD,Divorced,92082,673,11866,Personal,Unemployed,14,Good,0.341998511,85031,1,North Megan,SC,Cape Verde,2,0,Medium
22,Male,Master's,Widowed,65564,753,,Personal,Self-employed,12,Fair,0.539723716,76850,2,Port Shelby,CT,Seychelles,2,0,Low
46,Female,High School,Widowed,59115,653,,Auto,Employed,17,Poor,0.428499158,138327,2,East Amberhaven,MS,Iraq,1,1,Low
46,Female,PhD,Divorced,59840,720,,Home,Employed,17,Poor,0.380807221,173359,3,West Brianafort,VI,Japan,3,1,Medium
32,Female,Bachelor's,Single,53314,,,Auto,Unemployed,2,Poor,0.569334506,205126,,New Davidborough,NY,Cook Islands,2,1,High
23,Female,Master's,Single,29530,636,12181,Home,Self-employed,13,Fair,0.599262322,35640,2,Erictown,ME,Jersey,,2,Medium
30,Non-binary,Master's,Married,,670,,Business,Self-employed,7,Excellent,0.219825694,55003,3,Sweeneyview,MH,Uruguay,3,1,Low
20,Male,Bachelor's,Divorced,75596,,18541,Personal,Self-employed,5,Fair,0.149632525,,0,Danielleshire,VA,Israel,4,2,High
34,Female,PhD,Divorced,22703,665,31274,Auto,Self-employed,11,Excellent,0.417962284,103999,0,New Kiara,CA,Oman,4,0,High
34,Non-binary,Master's,Married,,655,19577,Auto,Unemployed,6,Excellent,0.250136107,50100,1,South Austin,PA,Saint Kitts and Nevis,0,1,Low
41,Non-binary,Master's,Married,22684,,42707,Auto,Unemployed,9,Excellent,0.313581623,271379,3,New Jonathan,PR,Netherlands,1,2,High
37,Male,High School,Married,29257,746,16258,Business,Unemployed,14,Excellent,0.477649102,272468,2,New Michaelmouth,OK,Reunion,,1,Medium
37,Female,Master's,Divorced,109257,688,,Personal,Self-employed,2,Good,0.176296649,31604,3,Jamesstad,MO,Luxembourg,3,2,Medium
54,Female,High School,Divorced,55169,766,47949,Personal,Employed,11,Good,0.13589833,232975,4,Cherrychester,GU,Australia,0,0,High
29,Non-binary,Master's,Single,41086,632,8447,Auto,Employed,11,Fair,0.148376419,45835,3,West Christopher,GU,Turkey,3,2,High
20,Male,High School,Divorced,50341,676,17536,Business,Employed,11,Good,0.203661576,136600,3,East Meghanberg,HI,Andorra,,2,Medium
57,Non-binary,Bachelor's,Single,,760,40610,Personal,Unemployed,3,Good,0.379515999,,4,Shawton,MD,Turkey,4,0,Low
59,Female,PhD,Divorced,95871,752,46078,Auto,Employed,9,Excellent,0.593315006,,0,Bakerhaven,NY,Belarus,1,0,Low
36,Male,Bachelor's,Divorced,50173,616,,Personal,Self-employed,2,Poor,0.462564757,218836,0,Timothystad,OH,Costa Rica,,2,High
23,Female,Master's,Single,79331,,40094,Personal,Self-employed,10,Excellent,0.118757623,238856,1,Heatherchester,UT,Saint Vincent and the Grenadines,0,1,Low
54,Male,Master's,Divorced,,,20868,Auto,Self-employed,13,Good,0.251147912,270697,4,West Josehaven,WI,Cocos (Keeling) Islands,2,2,Low
49,Male,Master's,Single,76959,603,13940,Auto,Unemployed,1,Fair,0.247464256,203630,,Stevenfurt,CT,Cocos (Keeling) Islands,2,1,Low
45,Male,PhD,Divorced,72047,671,30563,Business,Self-employed,13,Good,0.414881979,138762,2,North Kyle,LA,Slovakia (Slovak Republic),1,1,High
55,Male,Master's,Married,74210,655,10871,Home,Self-employed,2,Good,0.370889472,,3,Millermouth,SC,Andorra,,1,Low
38,Male,Bachelor's,Divorced,65858,732,24023,Auto,Self-employed,10,Good,0.244850788,166759,0,Floresberg,MT,Palestinian Territory,0,2,High
57,Male,High School,Married,,705,44438,Home,Employed,12,Fair,0.586950143,,2,Kylebury,NM,Monaco,4,2,Low
68,Female,High School,Single,99049,777,39184,Business,Unemployed,0,Excellent,0.445231549,55738,4,Sherrymouth,NJ,Switzerland,,2,Low
26,Male,Bachelor's,Married,108728,758,46739,Auto,Employed,12,Poor,0.48960082,189116,0,North Stacey,MS,Sweden,0,0,Low
34,Non-binary,Bachelor's,Married,42505,742,41678,Auto,Employed,3,Fair,0.436884711,130007,0,North Rachel,ND,Vanuatu,0,1,Low
30,Non-binary,Bachelor's,Divorced,35624,680,14787,Personal,Self-employed,2,Poor,0.554220621,120871,,Kinghaven,MS,France,0,0,Medium
51,Male,High School,Widowed,94095,775,25917,Personal,Unemployed,8,Good,0.278876646,245070,3,East Jason,MT,Poland,0,2,Low
67,Female,High School,Married,115265,738,17455,Personal,Employed,18,Good,0.205559945,97259,,Lake Adam,SC,Western Sahara,2,0,Medium
21,Non-binary,High School,Divorced,108484,697,47527,Business,Employed,3,Good,0.223644241,158223,,Jasonfort,HI,Tokelau,2,1,High
53,Non-binary,PhD,Divorced,23216,677,28697,Business,Self-employed,5,Good,0.269874658,215527,3,East Timothy,TN,Spain,,0,High
63,Female,Bachelor's,Widowed,47384,,,Home,Unemployed,6,Good,0.463139464,67184,4,Joseville,SC,Falkland Islands (Malvinas),2,0,High
40,Non-binary,Bachelor's,Single,69744,771,23470,Personal,Unemployed,4,Good,0.463810185,39976,0,Millerview,AR,Somalia,0,1,Low
22,Female,Master's,Single,92031,731,15941,Personal,Self-employed,2,Poor,0.501034666,182953,3,Cameronstad,AL,Korea,4,1,Medium
18,Male,PhD,Single,54320,631,39428,Business,Employed,4,Good,0.546701544,76570,2,East Brandonfurt,MH,Sweden,4,1,High
63,Non-binary,PhD,Divorced,41545,743,30233,Personal,Employed,15,Good,0.485851861,76096,0,Lake Christophermouth,DE,Timor-Leste,4,0,High
21,Non-binary,Master's,Married,,608,,Personal,Employed,3,Fair,0.372722958,143560,1,Simpsonchester,NJ,Belarus,2,2,Medium
48,Non-binary,High School,Single,52089,799,32863,Auto,Employed,17,Excellent,0.418482481,80718,4,Lake Michellefort,WA,Puerto Rico,,2,Low
62,Male,Bachelor's,Widowed,57372,621,22171,Auto,Employed,17,Fair,0.488377372,157482,2,Aliciashire,VI,Sudan,1,2,Medium
64,Male,PhD,Widowed,,698,,Home,Self-employed,11,Excellent,0.598252711,77546,2,Mckeemouth,TN,Indonesia,4,0,High
29,Non-binary,Master's,Widowed,118330,724,32865,Business,Unemployed,3,Fair,0.181363779,282738,4,South Thomasburgh,LA,Madagascar,3,0,High
41,Female,High School,Widowed,28250,764,,Personal,Self-employed,2,Good,0.236440115,222335,0,Port Michaelshire,WA,Finland,0,0,High
42,Male,Master's,Widowed,47430,647,42751,Personal,Unemployed,6,Poor,0.393037185,194221,,Moorefurt,WA,Antigua and Barbuda,,0,Low
36,Male,Bachelor's,Single,81926,712,47852,Business,Unemployed,2,Good,0.512589015,195729,,Wongstad,PW,Slovenia,0,0,Low
47,Female,Master's,Single,35846,660,26074,Business,Employed,2,Excellent,0.591613642,122714,4,East Linda,OH,Paraguay,,1,Low
58,Female,Master's,Widowed,98229,603,39253,Business,Employed,14,Good,0.561187593,225389,1,South Brianberg,MA,Swaziland,4,2,Low
48,Female,High School,Single,30845,789,43866,Auto,Employed,5,Good,0.48690343,299999,4,New William,VI,Saint Pierre and Miquelon,1,0,Low
31,Male,High School,Divorced,97347,679,38001,Auto,Self-employed,15,Fair,0.443085492,,4,Bryanmouth,NC,India,4,2,Low
24,Male,Master's,Widowed,24076,667,44895,Personal,Employed,18,Good,0.170937286,,1,North Sherry,MT,Belgium,2,0,High
32,Male,Master's,Single,,613,7759,Auto,Employed,12,Fair,0.339260474,289854,2,Port Charles,NJ,Cape Verde,1,2,Low
68,Male,Bachelor's,Divorced,97260,,9119,Business,Employed,14,Excellent,0.501218137,120571,0,Whitemouth,MD,Uganda,0,2,Medium
38,Female,High School,Widowed,20051,779,29267,Home,Self-employed,16,Good,0.142614999,250160,4,South Christopher,NJ,Madagascar,3,0,Low
53,Male,Master's,Single,86550,721,20448,Auto,Employed,0,Poor,0.535092506,,,Michaelside,RI,North Macedonia,3,1,Medium
41,Female,Bachelor's,Divorced,87501,674,,Business,Employed,6,Good,0.445721102,64751,1,East Harryshire,AS,Costa Rica,2,0,Low
55,Female,High School,Single,74795,640,,Personal,Self-employed,18,Poor,0.379991208,241964,0,Dixonmouth,SC,Lao People's Democratic Republic,3,0,Low
42,Female,High School,Widowed,65608,747,39867,Home,Self-employed,0,Poor,0.278584751,253686,3,Wendyburgh,AZ,India,0,0,Medium
31,Female,High School,Divorced,52078,664,,Personal,Employed,12,Excellent,0.313375994,228457,4,Jessicamouth,KS,Svalbard & Jan Mayen Islands,,0,High
21,Female,High School,Single,48090,721,27065,Personal,Unemployed,11,Poor,0.397421962,211296,2,South Kathrynview,FL,Equatorial Guinea,0,0,High
20,Non-binary,High School,Married,109376,729,43405,Personal,Self-employed,17,Poor,0.46166759,194417,0,New Jamesburgh,UT,Panama,,0,High
43,Female,High School,Single,,645,19362,Auto,Unemployed,0,Poor,0.521823277,234981,,West Heathermouth,NE,Vanuatu,3,0,Medium
54,Female,Master's,Widowed,41971,718,21620,Auto,Unemployed,16,Excellent,0.509442258,21926,1,Gordonville,VI,Isle of Man,4,2,High
47,Non-binary,Master's,Married,64109,772,13374,Auto,Employed,16,Poor,0.51906407,100198,3,Mitchellmouth,PW,Korea,2,0,Low
48,Female,PhD,Widowed,99817,782,,Personal,Self-employed,17,Good,0.229699055,274130,3,Lake David,LA,Portugal,2,0,Medium
65,Male,High School,Single,,,,Business,Unemployed,8,Excellent,0.573602661,70964,0,Michellemouth,ME,Luxembourg,0,0,High
42,Female,Bachelor's,Divorced,49992,774,13371,Auto,Employed,0,Good,0.369279587,199454,4,East Shannonmouth,MN,Romania,0,0,Low
62,Male,High School,Divorced,37111,639,23325,Auto,Unemployed,12,Fair,0.56004465,188847,1,New Dawn,AR,Gabon,2,2,Medium
63,Male,High School,Married,35779,788,33823,Personal,Self-employed,8,Poor,0.540870942,67322,,Dixonview,KY,Nauru,2,0,Low
22,Female,High School,Married,25136,771,,Home,Employed,2,Good,0.206722124,42949,,Carrfurt,CT,Netherlands Antilles,3,1,Medium
59,Male,PhD,Married,25589,731,32736,Auto,Employed,13,Fair,0.569634546,24650,,Port Leahside,NY,Dominica,4,2,High
22,Female,Bachelor's,Divorced,50268,764,19040,Business,Unemployed,19,Poor,0.597737364,124363,0,Juliebury,DE,San Marino,,1,Medium
58,Female,PhD,Divorced,102598,692,44194,Home,Self-employed,14,Fair,0.554208532,195574,0,North Adrienne,ME,Norfolk Island,1,1,Low
65,Non-binary,PhD,Married,46823,711,8248,Auto,Self-employed,5,Fair,0.169843456,29417,1,West Angelamouth,CA,Sweden,1,2,High
24,Non-binary,Bachelor's,Single,87484,735,,Home,Employed,0,Good,0.492988487,155036,0,New Troyville,WY,El Salvador,1,1,Medium
23,Female,High School,Widowed,105745,683,,Personal,Unemployed,14,Fair,0.255355825,290405,1,North Todd,ND,Colombia,1,1,Low
58,Non-binary,High School,Married,114965,,36760,Personal,Unemployed,16,Excellent,0.355334379,,3,North Donaldchester,WI,Burundi,2,2,Low
25,Female,High School,Widowed,,637,43848,Personal,Employed,1,Excellent,0.127208209,236984,1,Craigview,VT,Puerto Rico,4,0,Medium
56,Non-binary,Master's,Married,42744,648,31441,Auto,Employed,13,Fair,0.443538296,297901,,Lake Steven,IL,Myanmar,2,1,High
65,Female,Master's,Married,,666,41276,Personal,Self-employed,5,Excellent,0.163506308,,0,Hannahberg,SC,British Indian Ocean Territory (Chagos Archipelago),2,2,High
39,Non-binary,Bachelor's,Single,46627,660,22951,Personal,Employed,1,Good,0.456066662,,4,East Nathanton,MH,Brunei Darussalam,2,2,High
44,Non-binary,PhD,Divorced,,781,48413,Personal,Self-employed,7,Excellent,0.277502673,35843,1,Perkinsberg,PA,Algeria,2,1,Low
43,Female,Bachelor's,Single,112756,610,21140,Business,Unemployed,16,Fair,0.224447494,64604,2,Lake Robert,OH,Vanuatu,3,0,Low
48,Female,PhD,Widowed,,,36881,Home,Employed,8,Excellent,0.403675738,81839,2,Berryshire,UT,Dominican Republic,4,0,Medium
30,Male,Master's,Widowed,58865,687,27864,Auto,Self-employed,16,Poor,0.204338943,,4,Andrewbury,ME,Cape Verde,0,0,High
25,Male,PhD,Divorced,103598,682,30151,Personal,Unemployed,6,Excellent,0.223133162,107263,,Richside,KS,North Macedonia,0,0,Medium
53,Non-binary,Bachelor's,Divorced,,722,,Auto,Employed,14,Excellent,0.451529108,25004,4,New Laurenberg,CA,Guam,0,0,High
49,Male,High School,Single,99424,619,42772,Personal,Self-employed,12,Good,0.188379024,90804,1,Lake Julie,AL,Samoa,,2,Low
66,Male,PhD,Single,,789,33588,Auto,Unemployed,4,Fair,0.491644445,148105,1,Williamsburgh,NJ,Egypt,4,0,Low
44,Male,PhD,Married,42805,678,8866,Home,Employed,11,Good,0.130468616,,2,East Jenniferborough,MT,Faroe Islands,4,1,Low
21,Non-binary,Master's,Divorced,71087,717,34911,Personal,Unemployed,0,Fair,0.124002017,263621,1,Lake William,IL,Slovakia (Slovak Republic),2,0,Low
61,Female,Bachelor's,Divorced,97195,720,49431,Auto,Employed,16,Fair,0.545754729,,2,Powersberg,AK,San Marino,0,2,High
54,Female,Master's,Divorced,,642,22439,Home,Employed,12,Good,0.450881946,136141,2,North Vickieborough,WV,Sudan,2,2,Low
64,Non-binary,Master's,Married,109653,787,7659,Auto,Unemployed,17,Poor,0.46730849,155046,,Timothyside,FM,Comoros,2,1,Medium
39,Male,PhD,Widowed,31170,643,10275,Home,Unemployed,15,Fair,0.162035923,,0,New Douglasborough,GU,Djibouti,4,2,High
62,Non-binary,Master's,Married,100312,701,,Business,Employed,7,Fair,0.551185161,,0,Aprilmouth,MP,Korea,0,0,Medium
50,Non-binary,PhD,Married,25050,761,,Auto,Employed,0,Good,0.195623625,151941,3,Byrdport,NJ,Russian Federation,1,1,Medium
38,Non-binary,PhD,Widowed,100107,676,,Home,Unemployed,5,Fair,0.30659841,152992,4,Haydenstad,MP,Pakistan,4,0,Low
44,Female,Bachelor's,Divorced,49408,664,18077,Personal,Self-employed,19,Good,0.439875086,291973,2,North Mauricefurt,PW,Solomon Islands,,1,High
20,Male,High School,Single,92497,630,20772,Auto,Unemployed,5,Excellent,0.124451089,220809,,West Gregoryland,VA,Azerbaijan,3,0,Low
25,Non-binary,High School,Married,60326,699,,Auto,Self-employed,16,Poor,0.439028708,206241,1,Lake Ericmouth,ME,Tokelau,3,1,High
69,Male,High School,Divorced,34333,631,33289,Personal,Unemployed,15,Fair,0.442104506,85246,,Lake Nicoleside,CT,Norway,2,2,Low
69,Non-binary,High School,Divorced,44592,673,18632,Personal,Self-employed,3,Good,0.336056154,87811,3,Larsonshire,AS,Panama,4,1,High
30,Female,Master's,Single,73294,753,17134,Business,Unemployed,0,Poor,0.592269346,133903,,Hamiltonton,MD,Honduras,3,0,Low
30,Male,PhD,Single,47190,684,29054,Personal,Employed,13,Excellent,0.234281269,245954,0,Robinsonville,IL,Montenegro,4,2,Low
51,Male,High School,Divorced,26505,702,,Auto,Unemployed,14,Excellent,0.532350094,193313,1,East Robinstad,ME,Burkina Faso,4,1,Medium
68,Non-binary,High School,Widowed,28043,643,,Business,Employed,15,Good,0.364748466,,,New Maryport,NH,Suriname,0,2,Low
19,Non-binary,Bachelor's,Divorced,46170,635,34394,Personal,Employed,11,Excellent,0.542501996,110425,3,Williamport,IA,Estonia,0,0,Low
32,Male,High School,Widowed,,659,39760,Personal,Unemployed,12,Excellent,0.301870882,71892,4,Danielville,NC,Dominican Republic,3,0,Low
25,Female,Master's,Widowed,35090,,29792,Auto,Employed,12,Good,0.432805868,245765,0,Dustinville,GA,Bouvet Island (Bouvetoya),,0,Low
19,Female,Master's,Married,74933,711,14319,Business,Self-employed,8,Excellent,0.245086626,29044,4,Lake Ashley,WA,Panama,1,1,Low
40,Non-binary,Bachelor's,Single,58368,735,32968,Business,Employed,12,Excellent,0.257972299,228140,2,East Marilyn,MI,Saint Barthelemy,4,2,Medium
48,Non-binary,Bachelor's,Single,79337,779,23824,Business,Self-employed,16,Excellent,0.377917644,125894,1,New Lisaside,IL,Burkina Faso,1,1,Medium
38,Male,Bachelor's,Divorced,62124,635,33250,Auto,Employed,12,Good,0.494393258,90208,4,Deborahchester,MS,Netherlands,1,2,Low
41,Female,Master's,Widowed,70539,628,,Home,Self-employed,3,Fair,0.52995003,96320,4,Murrayberg,KY,Ecuador,1,2,High
62,Male,Bachelor's,Single,,777,13084,Business,Unemployed,2,Excellent,0.200367373,,4,Paulberg,OH,Belgium,1,1,Medium
36,Non-binary,PhD,Divorced,59191,704,22650,Personal,Employed,13,Poor,0.145508493,294648,4,Port Brenda,NE,Korea,3,2,Low
61,Male,PhD,Married,27983,618,14960,Auto,Employed,15,Good,0.598635893,98494,4,Veronicafurt,OR,Grenada,2,1,Medium
23,Female,High School,Divorced,32864,602,44535,Home,Employed,14,Good,0.485804065,52675,1,West Howardview,NY,Malta,,0,Low
36,Female,High School,Single,38535,684,14348,Auto,Self-employed,18,Good,0.397689882,,,Chandlerland,HI,Iran,0,1,High
48,Non-binary,PhD,Married,89817,695,,Home,Unemployed,2,Excellent,0.498835905,132394,2,Peggyton,PR,Japan,1,2,Medium
66,Female,PhD,Married,88993,705,36158,Personal,Unemployed,16,Fair,0.16903071,157492,,Nicholastown,MH,Nauru,2,0,Low
58,Non-binary,Master's,Widowed,,723,45159,Auto,Unemployed,18,Good,0.285421398,201044,3,Jennifermouth,DE,Swaziland,3,2,High
29,Male,PhD,Single,80510,730,,Personal,Unemployed,1,Good,0.360344111,181447,4,East Juan,AR,Georgia,,1,High
52,Female,PhD,Widowed,28291,704,28218,Auto,Unemployed,0,Poor,0.319837686,20907,4,Lake James,HI,Iceland,1,1,Low
26,Non-binary,PhD,Widowed,78479,661,,Home,Self-employed,10,Fair,0.349665814,44992,3,Taylorbury,ND,Luxembourg,,0,Medium
26,Non-binary,PhD,Single,42623,779,33892,Personal,Unemployed,18,Poor,0.194057585,179510,3,Ashleybury,PA,Tunisia,,2,High
64,Male,PhD,Married,,636,21086,Auto,Employed,13,Fair,0.460985402,261445,,South Ryan,IA,Tokelau,4,2,Low
50,Male,High School,Single,100853,721,43690,Auto,Self-employed,15,Good,0.200039797,186849,3,Ericville,OH,Korea,,2,Low
30,Male,Master's,Widowed,30687,735,29432,Personal,Employed,11,Excellent,0.540070726,21664,4,South Nicolas,FL,Sri Lanka,4,2,High
43,Female,Bachelor's,Married,25951,677,45634,Personal,Employed,6,Good,0.116315389,105834,2,Welchland,AZ,Congo,,1,High
18,Female,High School,Divorced,54563,669,20028,Auto,Employed,8,Excellent,0.120194632,,4,Griffinfurt,VT,Niger,,1,High
20,Non-binary,Master's,Divorced,23364,,6971,Auto,Self-employed,17,Good,0.586027436,135590,0,Port Jamie,PA,Namibia,0,2,Low
43,Non-binary,PhD,Widowed,61168,603,7567,Home,Unemployed,18,Good,0.495318293,297700,2,Everettberg,OR,Tunisia,4,2,Medium
21,Male,Master's,Divorced,105865,784,38726,Home,Unemployed,12,Poor,0.313157971,212944,4,Port Jonathan,RI,Finland,3,1,Low
54,Male,PhD,Married,98919,700,39017,Auto,Employed,13,Good,0.449074327,31570,3,Davidchester,AR,Iceland,0,0,Low
65,Male,High School,Widowed,44935,629,25654,Auto,Employed,12,Poor,0.309578017,122278,1,Carlsonville,KS,Thailand,,2,Medium
43,Female,Master's,Married,69047,650,36509,Home,Employed,12,Fair,0.315425686,246386,1,Rachelburgh,MD,Jersey,2,1,Low
37,Male,PhD,Married,36411,,30000,Home,Unemployed,10,Poor,0.452315339,45425,,South Vanessaburgh,MP,Sierra Leone,3,2,Medium
69,Female,Bachelor's,Divorced,,622,48497,Home,Employed,7,Excellent,0.210098869,176857,,Loganton,CA,Guam,,1,High
43,Female,Bachelor's,Divorced,108052,708,18521,Auto,Employed,5,Good,0.442489308,56951,,West Vincent,PW,Macao,3,0,Medium
56,Male,Bachelor's,Married,27377,764,25336,Personal,Employed,8,Excellent,0.541219387,194672,1,Rogerhaven,MD,Guam,1,1,Low
45,Female,High School,Married,112554,,10811,Auto,Unemployed,17,Good,0.430881741,50974,2,West Charleston,IN,Israel,0,0,Low
35,Non-binary,Master's,Widowed,82805,654,40031,Business,Employed,9,Poor,0.518339788,290927,4,Port Melissa,HI,United Kingdom,3,1,Low
42,Female,High School,Widowed,66921,,44482,Business,Self-employed,8,Poor,0.377966993,155380,4,Port Heidimouth,AS,United Arab Emirates,3,1,Medium
19,Female,Bachelor's,Widowed,26716,731,,Home,Self-employed,15,Fair,0.222220978,140027,1,Angelview,ND,Solomon Islands,2,0,High
45,Non-binary,PhD,Single,118812,709,37768,Business,Employed,19,Good,0.293281452,253258,3,West Erika,DE,Samoa,2,0,Low
51,Male,Master's,Married,28261,713,16544,Auto,Self-employed,12,Poor,0.226515476,186556,3,North Daniel,MP,Trinidad and Tobago,1,1,Low
61,Non-binary,Master's,Married,,783,23193,Business,Unemployed,16,Good,0.365034785,187088,2,North Troy,VI,Western Sahara,2,1,Medium
58,Non-binary,Master's,Married,23728,695,,Home,Unemployed,4,Fair,0.265107493,228244,,Michaelafort,MN,Palau,2,0,Low
23,Non-binary,PhD,Married,30851,715,48648,Home,Self-employed,13,Poor,0.502929985,65722,2,Stephenmouth,AS,Bolivia,4,0,Medium
41,Male,Master's,Single,20744,773,15683,Personal,Unemployed,18,Excellent,0.306745692,29370,2,Port Emilyton,MD,Tonga,4,1,Medium
36,Female,Bachelor's,Single,50161,625,35934,Business,Unemployed,0,Excellent,0.498217589,,3,Julieview,VI,Bolivia,0,2,Low
39,Non-binary,High School,Widowed,99622,720,23158,Auto,Employed,6,Good,0.419813928,65046,4,New Ashley,MN,El Salvador,2,1,Low
41,Male,Bachelor's,Widowed,91613,712,13899,Personal,Employed,14,Excellent,0.147597492,,2,West Anne,VT,Puerto Rico,,2,Medium
24,Male,Bachelor's,Divorced,66875,723,,Business,Employed,6,Excellent,0.149293347,,3,North Patrickport,NJ,Morocco,3,0,High
33,Male,High School,Widowed,30913,,11462,Personal,Self-employed,19,Good,0.222045274,194214,2,East Lisamouth,NV,Guadeloupe,0,1,Low
69,Male,Bachelor's,Single,38982,768,45039,Home,Employed,3,Good,0.194622537,279361,2,Robinsonmouth,MA,Malaysia,1,2,High
23,Male,Bachelor's,Divorced,40645,751,16602,Auto,Self-employed,6,Fair,0.546394552,36387,1,Carlmouth,PA,Honduras,4,2,High
